,State,County,TotalPop,UnderEighteen,SixtyFivePlus,PedAshtma,AAshthma,COPD,HeartDisease,EverSmoker,NonWhite,Poverty,LC
1602,MT,Carbon County,"10,714","1,869","2,762",99,863,615,946,"4,027",630,"1,247",5
1603,MT,Carter County,"1,238",252,319,13,95,67,105,447,49,167,0
1604,MT,Cascade County,"81,643","18,289","15,160",974,"6,330","3,713","5,713","28,035","12,235","10,607",42
1605,MT,Chouteau County,"5,745","1,338","1,171",71,436,277,425,"1,972","1,324","1,060",3
1606,MT,Custer County,"11,586","2,472","2,313",131,906,563,860,"4,067",992,"1,398",6
1607,MT,Daniels County,"1,747",374,463,19,132,95,150,624,154,171,0
1608,MT,Dawson County,"8,680","1,884","1,724",100,676,417,639,"3,030",683,934,4
1609,MT,Deer Lodge County,"9,131","1,311","2,183",69,771,510,782,"3,522",935,"1,346",4
1610,MT,Fallon County,"2,920",791,494,42,213,129,194,948,146,266,1
1611,MT,Fergus County,"11,113","2,317","2,724",123,857,589,918,"3,976",672,"1,313",5
1612,MT,Flathead County,"102,106","22,475","19,949","1,197","7,935","4,940","7,514","35,570","7,426","11,288",53
1613,MT,Gallatin County,"111,876","22,425","14,146","1,194","9,178","4,292","6,523","38,488","9,792","9,721",58
1614,MT,Garfield County,"1,268",281,295,14,96,64,100,444,33,207,0
1615,MT,Glacier County,"13,747","4,289","1,653",228,967,506,752,"4,133","9,560","3,629",7
1616,MT,Golden Valley County,826,175,224,9,62,45,71,296,86,150,0
1617,MT,Granite County,"3,378",517,"1,032",27,274,209,328,"1,314",198,449,1
1618,MT,Hill County,"16,347","4,519","2,486",240,"1,193",661,"1,005","5,198","5,041","2,151",8
1619,MT,Jefferson County,"12,097","2,466","2,594",131,955,647,971,"4,362",863,922,6
1620,MT,Judith Basin County,"1,952",378,529,20,152,113,175,721,70,260,1
1621,MT,Lake County,"30,250","7,062","6,682",376,"2,279","1,507","2,332","10,432","10,543","5,442",15
1622,MT,Lewis and Clark County,"68,700","14,770","12,903",786,"5,395","3,278","4,971","24,013","6,059","7,061",35
1623,MT,Liberty County,"2,430",516,500,27,189,120,183,856,97,443,1
1624,MT,Lincoln County,"19,794","3,609","5,670",192,"1,557","1,182","1,840","7,431","1,491","3,964",10
1625,MT,McCone County,"1,675",339,438,18,129,91,144,606,98,235,0
1626,MT,Madison County,"8,768","1,369","2,474",72,715,513,806,"3,365",867,801,4
1627,MT,Meagher County,"1,866",361,573,19,142,110,175,691,97,285,0
1628,MT,Mineral County,"4,316",781,"1,247",41,339,257,402,"1,622",362,601,2
1629,MT,Missoula County,"118,791","22,315","18,506","1,189","9,790","5,033","7,707","41,974","12,853","14,719",62
1630,MT,Musselshell County,"4,651",864,"1,235",46,367,270,416,"1,732",442,691,2
1631,MT,Park County,"16,736","2,945","3,799",156,"1,363",901,"1,375","6,213","1,145","1,744",8
1632,MT,Petroleum County,513,92,128,4,41,29,45,192,33,83,0
1633,MT,Phillips County,"4,074",968,910,51,305,208,319,"1,405",683,608,2
1634,MT,Pondera County,"5,972","1,432","1,219",76,449,287,441,"2,033","1,134","1,028",3
1635,MT,Powder River County,"1,716",287,466,15,138,100,155,651,113,205,0
1636,MT,Powell County,"6,968","1,020","1,436",54,594,366,553,"2,654",781,950,3
1637,MT,Prairie County,"1,087",188,346,10,85,66,106,413,104,144,0
1638,MT,Ravalli County,"43,172","8,246","11,138",439,"3,397","2,415","3,744","15,880","3,154","6,628",22
1639,MT,Richland County,"10,913","2,757","1,632",146,827,467,696,"3,600","1,161",950,5
1640,MT,Roosevelt County,"11,059","3,705","1,266",197,752,390,580,"3,209","7,366","2,763",5
1641,MT,Rosebud County,"9,063","2,624","1,431",139,648,384,576,"2,859","4,084","1,523",4
1642,MT,Sanders County,"11,844","2,076","3,701",110,929,731,"1,153","4,503","1,181","1,871",6
1643,MT,Sheridan County,"3,424",698,774,37,268,177,273,"1,227",335,366,1
1644,MT,Silver Bow County,"34,993","7,087","6,667",377,"2,789","1,655","2,533","12,373","3,609","5,697",18
1645,MT,Stillwater County,"9,534","2,076","2,160",110,733,506,770,"3,382",749,766,4
1646,MT,Sweet Grass County,"3,710",734,986,39,288,206,323,"1,353",242,364,1
1647,MT,Teton County,"6,162","1,500","1,398",79,456,309,479,"2,104",416,941,3
1648,MT,Toole County,"4,853","1,000",896,53,386,231,350,"1,712",668,640,2
1649,MT,Treasure County,679,142,194,7,51,38,61,245,66,77,0
1650,MT,Valley County,"7,437","1,703","1,738",90,560,381,592,"2,589","1,143","1,007",3
1651,MT,Wheatland County,"2,236",554,534,29,163,112,176,759,252,411,1
1652,MT,Wibaux County,"1,034",221,251,11,79,54,85,368,73,121,0
1653,MT,Yellowstone County,"160,137","37,629","27,117","2,004","12,325","7,093","10,764","54,134","22,191","17,150",83
1654,NE,Adams County,"31,511","7,460","5,736",375,"2,142","1,594","2,035","9,645","4,653","3,558",16
1655,NE,Antelope County,"6,336","1,511","1,493",76,428,359,482,"1,986",312,788,3
1656,NE,Arthur County,465,120,102,6,30,24,32,139,27,60,0
1657,NE,Banner County,730,172,174,8,49,41,56,230,62,91,0
1658,NE,Blaine County,476,91,121,4,34,29,39,159,16,77,0
1659,NE,Boone County,"5,239","1,216","1,196",61,358,297,395,"1,654",204,470,2
1660,NE,Box Butte County,"10,772","2,704","2,042",136,719,555,717,"3,266","2,043","1,454",5
1661,NE,Boyd County,"1,955",371,598,18,140,128,179,664,96,264,1
1662,NE,Brown County,"2,973",633,776,31,207,180,245,971,136,369,1
1663,NE,Buffalo County,"49,615","11,637","7,197",585,"3,378","2,244","2,739","14,851","6,705","5,068",25
1664,NE,Burt County,"6,488","1,452","1,566",73,447,378,507,"2,077",492,688,3
1665,NE,Butler County,"8,058","1,868","1,687",93,552,443,580,"2,529",462,717,4
1666,NE,Cass County,"26,159","6,299","4,577",316,"1,780","1,358","1,725","8,052","1,666","1,898",13
1667,NE,Cedar County,"8,446","2,150","1,808",108,561,463,613,"2,590",312,720,4
1668,NE,Chase County,"3,977","1,018",814,51,263,211,277,"1,208",663,370,2
1669,NE,Cherry County,"5,761","1,354","1,256",68,392,316,418,"1,799",697,693,2
1670,NE,Cheyenne County,"9,310","2,184","1,808",109,635,492,636,"2,888",986,"1,035",4
1671,NE,Clay County,"6,214","1,533","1,262",77,417,333,435,"1,910",694,671,3
1672,NE,Colfax County,"10,881","3,230","1,465",162,683,470,576,"3,024","5,701","1,120",5
1673,NE,Cuming County,"8,940","2,211","1,965",111,598,488,648,"2,753","1,109",778,4
1674,NE,Custer County,"10,840","2,599","2,431",130,732,600,797,"3,374",632,"1,274",5
1675,NE,Dakota County,"20,083","5,729","2,735",288,"1,283",884,"1,083","5,678","10,530","2,455",10
1676,NE,Dawes County,"8,716","1,531","1,616",77,636,444,560,"2,828","1,308","1,360",4
1677,NE,Dawson County,"23,709","6,453","3,947",324,"1,537","1,126","1,427","6,900","9,937","2,824",12
1678,NE,Deuel County,"1,825",396,429,19,127,108,144,592,171,214,0
1679,NE,Dixon County,"5,709","1,459","1,146",73,379,302,395,"1,733",973,544,2
1680,NE,Dodge County,"36,791","8,983","7,077",451,"2,476","1,899","2,455","11,226","6,224","3,484",19
1681,NE,Douglas County,"566,880","145,250","73,752","7,306","37,670","25,000","30,123","165,432","175,045","64,276",293
1682,NE,Dundy County,"1,770",339,447,17,127,107,144,590,202,245,0
1683,NE,Fillmore County,"5,527","1,098","1,250",55,394,320,422,"1,813",369,474,2
1684,NE,Franklin County,"3,023",586,853,29,216,192,263,"1,016",128,398,1
1685,NE,Frontier County,"2,608",494,623,24,187,153,203,864,115,351,1
1686,NE,Furnas County,"4,715","1,030","1,181",51,327,279,376,"1,522",331,579,2
1687,NE,Gage County,"21,493","4,839","4,473",243,"1,486","1,189","1,553","6,804","1,245","2,364",11
1688,NE,Garden County,"1,897",372,530,18,135,120,165,637,165,283,0
1689,NE,Garfield County,"1,987",365,571,18,143,127,175,675,46,253,1
1690,NE,Gosper County,"1,996",447,477,22,138,117,157,641,179,178,1
1691,NE,Grant County,660,162,149,8,44,36,48,204,18,70,0
1692,NE,Greeley County,"2,356",536,604,26,161,137,186,749,92,294,1
1693,NE,Hall County,"61,607","16,920","9,150",851,"3,991","2,824","3,505","17,767","21,157","7,839",31
1694,NE,Hamilton County,"9,280","2,234","1,847",112,628,494,642,"2,864",475,593,4
1695,NE,Harlan County,"3,401",721,891,36,238,209,284,"1,116",135,371,1
1696,NE,Hayes County,916,206,252,10,62,55,76,295,63,148,0
1697,NE,Hitchcock County,"2,806",640,711,32,192,164,223,895,166,424,1
1698,NE,Holt County,"10,178","2,559","2,197",128,679,558,738,"3,128",730,"1,210",5
1699,NE,Hooker County,682,151,208,7,46,42,60,221,30,55,0
1700,NE,Howard County,"6,468","1,571","1,364",79,436,353,464,"2,003",309,650,3
1701,NE,Jefferson County,"7,097","1,564","1,698",78,492,415,555,"2,283",466,821,3
1702,NE,Johnson County,"5,134",966,963,48,372,277,352,"1,675","1,014",563,2
1703,NE,Kearney County,"6,544","1,611","1,281",81,440,344,446,"2,003",527,591,3
1704,NE,Keith County,"8,021","1,585","2,142",79,571,498,677,"2,673",858,949,4
1705,NE,Keya Paha County,810,158,251,7,57,53,75,274,18,148,0
1706,NE,Kimball County,"3,618",781,883,39,252,213,286,"1,170",558,443,1
1707,NE,Knox County,"8,419","2,039","2,078",102,566,488,660,"2,642","1,233","1,098",4
1708,NE,Lancaster County,"317,272","72,512","44,139","3,647","21,789","14,260","17,245","95,482","60,782","37,583",164
1709,NE,Lincoln County,"35,185","8,259","6,805",415,"2,400","1,845","2,382","10,884","4,393","3,472",18
1710,NE,Logan County,749,194,169,9,49,41,55,228,34,69,0
1711,NE,Loup County,618,117,165,5,44,39,53,209,29,105,0
1712,NE,McPherson County,492,91,119,4,35,30,41,167,13,57,0
1713,NE,Madison County,"35,392","8,969","5,643",451,"2,359","1,696","2,123","10,540","7,520","3,992",18
1714,NE,Merrick County,"7,733","1,744","1,590",87,534,424,553,"2,442",603,811,4
1715,NE,Morrill County,"4,686","1,081",993,54,321,257,337,"1,470",855,669,2
1716,NE,Nance County,"3,532",791,755,39,244,199,261,"1,124",193,401,1
1717,NE,Nemaha County,"6,958","1,508","1,397",75,484,366,474,"2,189",448,824,3
1718,NE,Nuckolls County,"4,195",838,"1,137",42,297,260,354,"1,393",219,455,2
1719,NE,Otoe County,"15,985","3,834","3,110",192,"1,085",849,"1,098","4,939","1,883","1,464",8
1720,NE,Pawnee County,"2,632",569,755,28,182,165,228,862,123,357,1
1721,NE,Perkins County,"2,929",733,687,36,194,161,216,898,173,297,1
1722,NE,Phelps County,"8,996","2,137","1,864",107,611,485,635,"2,792",729,828,4
1723,NE,Pierce County,"7,142","1,761","1,378",88,480,377,489,"2,190",296,690,3
1724,NE,Platte County,"33,363","8,696","5,727",437,"2,201","1,637","2,080","9,907","7,526","2,789",17
1725,NE,Polk County,"5,278","1,195","1,208",60,363,303,402,"1,681",421,441,2
1726,NE,Red Willow County,"10,726","2,348","2,231",118,745,584,761,"3,397",895,"1,135",5
1727,NE,Richardson County,"7,937","1,672","1,958",84,557,474,637,"2,591",630,"1,004",4
1728,NE,Rock County,"1,360",271,363,13,96,84,114,452,43,194,0
1729,NE,Saline County,"14,350","3,613","2,155",181,958,670,829,"4,257","4,539","1,649",7
1730,NE,Sarpy County,"184,459","50,551","21,677","2,542","11,989","7,844","9,330","52,480","35,878","10,399",95
1731,NE,Saunders County,"21,303","5,174","3,992",260,"1,442","1,122","1,443","6,556","1,058","1,637",11
1732,NE,Scotts Bluff County,"35,989","9,001","6,849",452,"2,402","1,836","2,372","10,883","10,234","5,021",18
1733,NE,Seward County,"17,318","4,088","2,916",205,"1,179",851,"1,071","5,275",952,"1,155",8
1734,NE,Sheridan County,"5,190","1,149","1,393",57,357,313,429,"1,676",962,834,2
1735,NE,Sherman County,"3,038",638,823,32,213,189,258,"1,001",121,417,1
1736,NE,Sioux County,"1,187",221,339,11,85,76,105,403,99,198,0
1737,NE,Stanton County,"5,970","1,499","1,066",75,400,306,391,"1,811",505,446,3
1738,NE,Thayer County,"5,039","1,157","1,273",58,344,296,402,"1,606",242,528,2
1739,NE,Thomas County,720,172,187,8,48,42,57,227,45,107,0
1740,NE,Thurston County,"7,303","2,641",865,132,416,280,341,"1,833","4,717","1,725",3
1741,NE,Valley County,"4,190",960,"1,061",48,286,245,332,"1,333",211,511,2
1742,NE,Washington County,"20,667","5,017","3,673",252,"1,402","1,075","1,369","6,349","1,170","1,423",10
1743,NE,Wayne County,"9,403","1,882","1,536",94,667,452,559,"2,948",994,"1,177",4
1744,NE,Webster County,"3,533",775,810,38,245,203,270,"1,135",309,450,1
1745,NE,Wheeler County,805,156,208,7,57,50,67,270,27,112,0
1746,NE,York County,"13,772","3,239","2,800",162,936,726,947,"4,257","1,309","1,255",7
1747,NV,Churchill County,"24,440","5,574","4,628",388,"1,490","1,457","1,878","7,988","6,666","2,756",12
1748,NV,Clark County,"2,231,647","517,629","328,692","36,031","136,812","120,614","151,857","705,307","1,289,911","307,977","1,129"
1749,NV,Douglas County,"48,467","7,917","13,808",551,"3,150","3,650","4,868","18,081","9,541","3,457",24
1750,NV,Elko County,"52,460","14,298","5,943",995,"3,077","2,549","3,167","15,484","17,530","4,276",26
1751,NV,Esmeralda County,826,126,304,8,52,68,92,319,272,119,0
1752,NV,Eureka County,"2,003",476,326,33,123,118,153,649,400,189,1
1753,NV,Humboldt County,"16,786","4,537","2,294",315,982,869,"1,097","5,058","5,904","1,977",8
1754,NV,Lander County,"5,575","1,482",882,103,326,303,388,"1,713","1,710",616,2
1755,NV,Lincoln County,"5,201","1,031","1,288",71,323,347,454,"1,806",824,655,2
1756,NV,Lyon County,"55,808","11,946","11,813",831,"3,450","3,529","4,593","18,820","14,325","5,803",28
1757,NV,Mineral County,"4,514",888,"1,114",61,282,307,405,"1,583","1,740",941,2
1758,NV,Nye County,"45,346","7,618","13,634",530,"2,910","3,463","4,632","16,925","11,032","6,725",22
1759,NV,Pershing County,"6,666","1,086","1,063",75,447,401,508,"2,314","2,352",889,3
1760,NV,Storey County,"4,029",486,"1,268",33,275,333,448,"1,607",645,306,2
1761,NV,Washoe County,"465,735","100,776","76,161","7,014","29,030","26,449","33,557","151,501","174,026","47,627",235
1762,NV,White Pine County,"9,475","1,884","1,702",131,601,563,718,"3,173","2,702","1,082",4
1763,NV,Carson City,"55,414","11,243","11,261",782,"3,486","3,479","4,506","18,825","18,435","5,952",28
1764,NH,Belknap County,"61,022","11,281","13,505",960,"5,763","4,268","4,313","22,888","3,043","4,149",38
1765,NH,Carroll County,"48,779","7,659","13,612",652,"4,618","3,755","3,969","19,328","2,109","4,358",30
1766,NH,Cheshire County,"76,493","13,685","15,224","1,165","7,438","5,103","5,029","28,446","4,654","7,307",48
1767,NH,Coos County,"31,589","5,139","7,494",437,"3,050","2,288","2,335","12,210","1,606","3,828",19
1768,NH,Grafton County,"89,786","14,522","18,566","1,236","8,919","6,087","6,022","34,066","8,431","7,427",56
1769,NH,Hillsborough County,"415,247","84,629","65,348","7,204","39,845","25,919","24,458","147,824","66,220","30,147",261
1770,NH,Merrimack County,"151,132","28,949","27,566","2,464","14,536","9,863","9,570","55,157","11,759","10,149",95
1771,NH,Rockingham County,"309,176","59,995","55,538","5,107","29,511","20,446","19,796","112,881","23,733","16,270",194
1772,NH,Strafford County,"130,090","24,136","19,535","2,054","12,963","7,926","7,358","46,818","12,301","11,673",81
1773,NH,Sullivan County,"43,144","8,175","9,257",695,"4,068","2,973","2,988","16,045","2,280","4,768",27
1774,NJ,Atlantic County,"265,429","56,347","47,611","4,083","17,681","11,924","18,021","77,960","116,925","33,167",144
1775,NJ,Bergen County,"936,692","198,355","161,086","14,374","62,463","41,591","62,335","273,792","415,338","63,403",508
1776,NJ,Burlington County,"445,384","92,652","75,401","6,714","29,862","19,776","29,545","130,582","146,848","26,786",242
1777,NJ,Camden County,"507,078","115,090","79,408","8,340","33,051","21,467","31,528","143,123","221,760","64,417",275
1778,NJ,Cape May County,"92,560","16,215","24,586","1,175","6,405","4,849","7,825","29,823","13,693","9,325",50
1779,NJ,Cumberland County,"150,972","36,107","23,053","2,616","9,655","6,236","9,099","41,681","81,710","21,430",82
1780,NJ,Essex County,"799,767","188,977","108,532","13,694","51,512","32,282","46,181","219,471","555,679","116,246",434
1781,NJ,Gloucester County,"291,408","63,440","46,126","4,597","19,315","12,597","18,633","83,878","63,727","21,869",158
1782,NJ,Hudson County,"676,061","138,221","79,920","10,016","44,808","26,515","35,766","185,635","481,548","95,704",367
1783,NJ,Hunterdon County,"124,714","24,097","23,105","1,746","8,615","5,887","9,061","38,311","18,604","5,317",67
1784,NJ,Mercer County,"369,811","78,695","56,000","5,702","24,535","15,698","22,796","105,508","189,371","38,279",200
1785,NJ,Middlesex County,"829,685","180,190","124,198","13,057","54,721","34,941","50,650","235,082","479,059","65,823",450
1786,NJ,Monmouth County,"621,354","131,723","109,201","9,545","41,655","28,059","42,573","183,773","155,338","41,380",337
1787,NJ,Morris County,"494,228","104,322","84,336","7,559","33,122","22,079","33,226","145,374","144,503","22,980",268
1788,NJ,Ocean County,"601,651","144,247","135,652","10,453","38,245","27,988","44,170","174,990","93,692","57,366",326
1789,NJ,Passaic County,"503,310","119,860","73,213","8,685","32,287","20,596","29,817","138,627","297,927","67,374",273
1790,NJ,Salem County,"62,607","13,379","11,637",969,"4,159","2,836","4,315","18,431","16,342","6,891",34
1791,NJ,Somerset County,"331,164","72,515","51,618","5,254","22,027","14,378","21,372","95,790","147,525","16,112",179
1792,NJ,Sussex County,"140,799","27,874","24,362","2,019","9,654","6,466","9,812","42,519","20,015","7,233",76
1793,NJ,Union County,"558,067","130,522","80,252","9,458","36,144","23,038","33,451","155,253","336,018","43,279",303
1794,NJ,Warren County,"105,779","20,815","19,230","1,508","7,229","4,891","7,445","31,962","20,003","7,006",57
1795,NM,Bernalillo County,"678,701","147,370","111,216","11,088","52,392","32,622","42,466","214,827","417,521","109,959",250
1796,NM,Catron County,"3,578",437,"1,486",32,339,287,400,"1,385",881,827,1
1797,NM,Chaves County,"64,689","17,044","10,326","1,282","4,705","2,955","3,861","19,301","39,656","11,872",23
1798,NM,Cibola County,"26,746","6,309","4,306",474,"2,017","1,260","1,640","8,269","21,649","6,910",9
1799,NM,Colfax County,"12,110","2,198","3,249",165,"1,026",756,"1,018","4,186","6,446","2,315",4
1800,NM,Curry County,"49,437","12,994","6,202",977,"3,477","1,955","2,534","14,400","26,175","8,239",18
1801,NM,De Baca County,"1,781",399,497,30,143,108,147,587,853,361,0
1802,NM,Dona Ana County,"217,522","53,231","34,338","4,005","15,959","9,644","12,676","65,921","158,940","52,914",80
1803,NM,Eddy County,"57,900","15,344","8,406","1,154","4,180","2,558","3,314","17,140","31,228","8,981",21
1804,NM,Grant County,"27,346","5,460","7,584",410,"2,253","1,666","2,269","9,243","14,879","5,535",10
1805,NM,Guadalupe County,"4,341",905,850,68,340,220,293,"1,401","3,650",915,1
1806,NM,Harding County,655,80,247,6,61,49,68,249,304,109,0
1807,NM,Hidalgo County,"4,240",961,948,72,335,237,315,"1,368","2,577","1,070",1
1808,NM,Lea County,"69,611","20,752","7,948","1,561","4,719","2,708","3,462","19,402","45,250","10,813",25
1809,NM,Lincoln County,"19,556","3,601","5,617",270,"1,667","1,263","1,709","6,794","7,617","3,166",7
1810,NM,Los Alamos County,"19,101","4,256","3,410",320,"1,498",989,"1,284","6,093","5,457",733,7
1811,NM,Luna County,"23,963","6,240","5,052",469,"1,778","1,211","1,627","7,317","17,029","6,364",8
1812,NM,McKinley County,"72,290","20,771","8,969","1,562","5,015","2,955","3,790","20,577","66,189","23,092",26
1813,NM,Mora County,"4,506",806,"1,296",60,386,291,394,"1,574","3,729","1,053",1
1814,NM,Otero County,"66,781","15,551","11,474","1,170","5,029","3,141","4,138","20,715","34,479","13,074",24
1815,NM,Quay County,"8,253","1,754","2,101",131,671,491,661,"2,739","4,207","1,975",3
1816,NM,Rio Arriba County,"39,006","9,121","7,558",686,"3,024","2,040","2,680","12,328","34,040","8,498",14
1817,NM,Roosevelt County,"18,743","4,552","2,672",342,"1,362",789,"1,031","5,641","9,165","3,979",6
