,Unnamed: 0,State,County,TotalPop,UnderEighteen,SixtyFivePlus,PedAshtma,AAshthma,COPD,HeartDisease,EverSmoker,NonWhite,Poverty,LC
0,0,AL,Autauga County,55601.0,"13,163","8,653",1737.0,4491.0,"4,378","5,452","18,615",14285.0,7587.0,36
1,1,AL,Baldwin County,218022.0,"47,110","44,571",6217.0,18035.0,"18,817","24,290","75,937",36821.0,21069.0,143
2,2,AL,Barbour County,24881.0,"5,192","4,832",685.0,2073.0,"2,080","2,668","8,669",13525.0,6788.0,16
3,3,AL,Bibb County,22400.0,"4,587","3,690",605.0,1882.0,"1,824","2,279","7,800",5692.0,4400.0,15
4,4,AL,Blount County,57840.0,"13,392","10,548",1767.0,4694.0,"4,746","6,044","19,625",7585.0,7527.0,38
5,5,AL,Bullock County,10138.0,"2,137","1,661",282.0,845.0,815,"1,020","3,499",7987.0,3610.0,6
6,6,AL,Butler County,19680.0,"4,378","3,995",577.0,1611.0,"1,657","2,144","6,772",9593.0,4731.0,12
7,7,AL,Calhoun County,114277.0,"24,695","20,247",3259.0,9455.0,"9,352","11,838","39,366",31969.0,21719.0,74
8,8,AL,Chambers County,33615.0,"6,992","6,562",922.0,2811.0,"2,884","3,691","11,790",15049.0,6181.0,22
9,9,AL,Cherokee County,26032.0,"4,990","5,980",658.0,2221.0,"2,406","3,142","9,427",2172.0,4180.0,17
10,10,AL,Chilton County,44153.0,"10,491","7,411",1384.0,3558.0,"3,524","4,438","14,805",8769.0,7542.0,29
11,11,AL,Choctaw County,12841.0,"2,567","2,953",338.0,1083.0,"1,173","1,535","4,600",5600.0,2806.0,8
12,12,AL,Clarke County,23920.0,"5,195","4,753",685.0,1976.0,"2,043","2,627","8,304",11360.0,5381.0,15
13,13,AL,Clay County,13275.0,"2,688","2,751",354.0,1118.0,"1,173","1,512","4,711",2585.0,2285.0,8
14,14,AL,Cleburne County,14987.0,"3,412","2,915",450.0,1222.0,"1,263","1,622","5,134",1080.0,2356.0,9
15,15,AL,Coffee County,51909.0,"12,280","8,801",1620.0,4184.0,"4,123","5,204","17,403",15648.0,7053.0,34
16,16,AL,Colbert County,54762.0,"11,370","10,914",1500.0,4577.0,"4,691","6,029","19,204",11830.0,7459.0,35
17,17,AL,Conecuh County,12277.0,"2,550","2,762",336.0,1025.0,"1,096","1,434","4,342",6101.0,2979.0,8
18,18,AL,Coosa County,10715.0,"1,777","2,481",234.0,946.0,"1,038","1,346","4,020",3709.0,1973.0,7
19,19,AL,Covington County,36986.0,"8,089","7,790",1067.0,3047.0,"3,208","4,163","12,860",6218.0,7239.0,24
20,20,AL,Crenshaw County,13824.0,"3,160","2,629",417.0,1126.0,"1,157","1,480","4,724",4016.0,2661.0,9
21,21,AL,Cullman County,83442.0,"18,757","15,446",2475.0,6825.0,"6,877","8,772","28,530",6796.0,11925.0,55
22,22,AL,Dale County,48956.0,"11,247","8,270",1484.0,3976.0,"3,863","4,874","16,504",15486.0,7743.0,32
23,23,AL,Dallas County,38310.0,"9,121","6,921",1203.0,3083.0,"3,120","3,972","12,891",27897.0,11841.0,24
24,24,AL,DeKalb County,71385.0,"17,188","12,322",2268.0,5726.0,"5,718","7,236","23,872",14186.0,14975.0,47
25,25,AL,Elmore County,81887.0,"18,211","12,400",2403.0,6738.0,"6,459","7,997","27,835",22116.0,8559.0,53
26,26,AL,Escambia County,36748.0,"8,219","6,596",1084.0,3009.0,"2,990","3,798","12,545",14642.0,8022.0,24
27,27,AL,Etowah County,102501.0,"21,997","19,487",2902.0,8498.0,"8,637","11,031","35,577",22872.0,17509.0,67
28,28,AL,Fayette County,16433.0,"3,472","3,472",458.0,1366.0,"1,431","1,856","5,761",2604.0,3801.0,10
29,29,AL,Franklin County,31363.0,"7,695","5,296",1015.0,2499.0,"2,473","3,124","10,403",7472.0,5939.0,20
30,30,AL,Geneva County,26314.0,"5,768","5,341",761.0,2169.0,"2,271","2,928","9,137",4294.0,5537.0,17
31,31,AL,Greene County,8233.0,"1,825","1,837",240.0,674.0,715,939,"2,854",6790.0,2459.0,5
32,32,AL,Hale County,14726.0,"3,394","2,829",447.0,1194.0,"1,217","1,563","5,007",8876.0,3705.0,9
33,33,AL,Henry County,17209.0,"3,547","3,910",468.0,1437.0,"1,530","2,007","6,089",5280.0,3037.0,11
34,34,AL,Houston County,104722.0,"24,120","18,639",3183.0,8507.0,"8,479","10,767","35,474",35272.0,17032.0,68
35,35,AL,Jackson County,51736.0,"10,806","10,373",1426.0,4324.0,"4,497","5,775","18,182",5656.0,10046.0,34
36,36,AL,Jefferson County,659300.0,"150,071","104,547",19805.0,53749.0,"51,356","64,175","222,223",331629.0,103604.0,430
37,37,AL,Lamar County,13844.0,"2,961","2,998",390.0,1147.0,"1,218","1,585","4,851",1942.0,2374.0,9
38,38,AL,Lauderdale County,92387.0,"18,168","18,563",2397.0,7815.0,"7,888","10,149","32,718",14223.0,12645.0,60
39,39,AL,Lawrence County,32957.0,"7,115","6,151",938.0,2736.0,"2,823","3,587","11,471",7783.0,6297.0,21
40,40,AL,Lee County,163941.0,"34,893","19,481",4604.0,13596.0,"11,606","13,961","55,085",53320.0,30075.0,108
41,41,AL,Limestone County,96174.0,"21,696","14,608",2863.0,7895.0,"7,695","9,521","32,690",22972.0,10633.0,63
42,42,AL,Lowndes County,9974.0,"2,256","1,880",297.0,815.0,839,"1,071","3,421",7467.0,2474.0,6
43,43,AL,Macon County,18439.0,"3,118","3,756",411.0,1608.0,"1,570","2,022","6,699",15463.0,5031.0,11
44,44,AL,Madison County,366519.0,"79,966","55,125",10553.0,30349.0,"29,164","36,025","125,369",129763.0,42667.0,241
45,45,AL,Marengo County,19066.0,"4,335","3,737",572.0,1554.0,"1,600","2,059","6,526",10511.0,4499.0,12
46,46,AL,Marion County,29763.0,"6,183","6,321",815.0,2487.0,"2,619","3,394","10,495",2433.0,5844.0,19
47,47,AL,Marshall County,96109.0,"23,936","16,375",3158.0,7624.0,"7,597","9,613","31,774",18802.0,17341.0,63
48,48,AL,Mobile County,413757.0,"96,711","67,041",12763.0,33472.0,"32,374","40,605","138,707",179067.0,84539.0,270
49,49,AL,Monroe County,21067.0,"4,543","4,275",599.0,1745.0,"1,824","2,351","7,347",9700.0,4560.0,13
50,50,AL,Montgomery County,225763.0,"52,774","34,173",6964.0,18254.0,"17,181","21,365","75,260",150610.0,43567.0,147
51,51,AL,Morgan County,119089.0,"27,168","20,803",3585.0,9722.0,"9,770","12,343","40,559",29373.0,15419.0,78
52,52,AL,Perry County,9140.0,"1,942","1,774",256.0,755.0,743,957,"3,153",6439.0,2943.0,5
53,53,AL,Pickens County,19938.0,"3,921","3,793",517.0,1691.0,"1,712","2,179","7,074",9198.0,4177.0,13
54,54,AL,Pike County,33338.0,"6,328","4,987",835.0,2832.0,"2,472","3,064","11,554",14738.0,7315.0,21
55,55,AL,Randolph County,22725.0,"4,874","4,625",643.0,1885.0,"1,974","2,543","7,940",5605.0,4375.0,14
56,56,AL,Russell County,57781.0,"13,968","8,280",1843.0,4632.0,"4,369","5,391","19,084",31211.0,12384.0,37
57,57,AL,St. Clair County,88690.0,"20,126","14,738",2656.0,7256.0,"7,196","9,024","30,180",12770.0,10432.0,58
58,58,AL,Shelby County,215707.0,"50,645","33,087",6683.0,17480.0,"17,010","21,125","72,394",48467.0,16916.0,141
59,59,AL,Sumter County,12691.0,"2,407","2,286",317.0,1081.0,"1,030","1,306","4,478",9575.0,4076.0,8
60,60,AL,Talladega County,79828.0,"16,918","14,370",2232.0,6650.0,"6,681","8,455","27,751",29938.0,14825.0,52
61,61,AL,Tallapoosa County,40497.0,"8,369","8,731",1104.0,3391.0,"3,607","4,681","14,336",12643.0,7839.0,26
62,62,AL,Tuscaloosa County,208911.0,"43,761","27,743",5775.0,17383.0,"15,191","18,536","70,772",81015.0,33330.0,137
63,63,AL,Walker County,63711.0,"14,143","12,311",1866.0,5234.0,"5,386","6,901","21,966",7057.0,11231.0,41
64,64,AL,Washington County,16378.0,"3,604","3,130",475.0,1351.0,"1,398","1,785","5,671",5713.0,2846.0,10
65,65,AL,Wilcox County,10627.0,"2,525","2,066",333.0,853.0,874,"1,127","3,584",7795.0,3504.0,6
66,66,AL,Winston County,23660.0,"4,833","5,101",637.0,1988.0,"2,121","2,750","8,408",1492.0,4338.0,15
67,67,AK,Aleutians East Borough,3515.0,277,324,19.0,304.0,182,205,"1,402",3213.0,544.0,2
68,68,AK,Aleutians West Census Area,5723.0,638,394,45.0,481.0,279,308,"2,193",4395.0,550.0,3
69,69,AK,Anchorage Municipality,291538.0,"71,339","32,333",5105.0,20167.0,"12,615","14,639","95,198",124439.0,27075.0,161
70,70,AK,Bethel Census Area,18216.0,"6,542","1,402",468.0,1069.0,634,716,"4,988",16459.0,5869.0,10
71,71,AK,Bristol Bay Borough,877.0,167,127,11.0,66.0,45,54,316,496.0,96.0,0
72,72,AK,Denali Borough,2059.0,384,245,27.0,158.0,103,122,741,412.0,135.0,1
73,73,AK,Dillingham Census Area,5000.0,"1,578",470,112.0,315.0,195,225,"1,480",4239.0,1091.0,2
74,74,AK,Fairbanks North Star Borough,98971.0,"23,861","10,204",1707.0,6791.0,"4,061","4,617","31,973",30429.0,8104.0,55
75,75,AK,Haines Borough,2474.0,424,546,30.0,190.0,149,191,945,559.0,259.0,1
76,76,AK,Hoonah-Angoon Census Area,2151.0,397,483,28.0,163.0,130,168,813,1165.0,370.0,1
77,77,AK,Juneau City and Borough,32113.0,"6,830","4,298",488.0,2338.0,"1,552","1,850","11,130",11476.0,2299.0,17
78,78,AK,Kenai Peninsula Borough,58533.0,"13,227","10,188",946.0,4184.0,"3,050","3,789","20,405",11660.0,7103.0,32
79,79,AK,Ketchikan Gateway Borough,13918.0,"3,102","2,162",222.0,998.0,697,850,"4,817",5125.0,1244.0,7
80,80,AK,Kodiak Island Borough,13345.0,"3,417","1,379",244.0,914.0,568,657,"4,296",6791.0,1073.0,7
81,81,AK,Kusilvak Census Area,8303.0,"3,391",496,242.0,447.0,252,276,"2,071",8011.0,2905.0,4
82,82,AK,Lake and Peninsula Borough,1587.0,453,162,32.0,105.0,66,77,494,1233.0,288.0,0
83,83,AK,Matanuska-Susitna Borough,107610.0,"28,860","12,814",2065.0,7271.0,"4,752","5,624","34,516",22649.0,10937.0,59
84,84,AK,Nome Census Area,10008.0,"3,467",774,248.0,598.0,353,397,"2,790",8514.0,2168.0,5
85,85,AK,North Slope Borough,9872.0,"2,613",673,187.0,685.0,408,457,"3,144",6812.0,1094.0,5
86,86,AK,Northwest Arctic Borough,7671.0,"2,706",561,193.0,455.0,267,300,"2,118",6836.0,1604.0,4
87,87,AK,Petersburg Census Area,3221.0,670,615,47.0,235.0,176,221,"1,156",927.0,232.0,1
88,88,AK,Prince of Wales-Hyder Census Area,6422.0,"1,471","1,096",105.0,460.0,337,419,"2,240",3501.0,1057.0,3
89,89,AK,Sitka City and Borough,8647.0,"1,854","1,361",132.0,623.0,432,526,"3,012",3365.0,656.0,4
90,90,AK,Skagway Municipality,1148.0,182,167,13.0,88.0,58,68,422,214.0,49.0,0
91,91,AK,Southeast Fairbanks Census Area,6918.0,"1,753","1,005",125.0,477.0,330,401,"2,296",1876.0,918.0,3
92,92,AK,Valdez-Cordova Census Area,9164.0,"2,146","1,256",153.0,656.0,451,545,"3,132",2831.0,880.0,5
93,93,AK,Wrangell City and Borough,2503.0,501,548,35.0,186.0,148,190,926,828.0,287.0,1
94,94,AK,Yakutat City and Borough,604.0,112,118,8.0,45.0,34,43,223,407.0,79.0,0
95,95,AK,Yukon-Koyukuk Census Area,5327.0,"1,454",810,104.0,354.0,247,303,"1,718",4165.0,1259.0,2
96,96,AZ,Apache County,71818.0,"19,518","10,986",1573.0,5322.0,"3,727","4,820","21,136",58801.0,26435.0,32
97,97,AZ,Cochise County,126770.0,"27,312","28,326",2201.0,10014.0,"7,770","10,388","41,424",57227.0,18273.0,56
98,98,AZ,Coconino County,142854.0,"29,454","17,855",2374.0,11337.0,"6,939","8,729","43,956",65726.0,20964.0,63
99,99,AZ,Gila County,53889.0,"10,827","15,506",872.0,4363.0,"3,813","5,220","18,697",20487.0,10804.0,24
100,100,AZ,Graham County,38072.0,"10,287","5,310",829.0,2789.0,"1,838","2,357","11,002",18656.0,7118.0,17
101,101,AZ,Greenlee County,9483.0,"2,590","1,248",208.0,696.0,457,583,"2,729",5144.0,985.0,4
102,102,AZ,La Paz County,21098.0,"3,540","8,287",285.0,1732.0,"1,697","2,404","7,892",9141.0,4921.0,9
103,103,AZ,Maricopa County,4410824.0,"1,052,788","669,285",84870.0,340115.0,"231,646","298,085","1,344,592",1989191.0,535183.0,"1,969"
104,104,AZ,Mohave County,209550.0,"35,739","63,526",2881.0,17610.0,"15,506","21,257","75,664",48373.0,34411.0,93
105,105,AZ,Navajo County,110445.0,"29,472","20,010",2375.0,8223.0,"6,101","8,024","33,301",64394.0,30876.0,49
106,106,AZ,Pima County,1039073.0,"216,736","205,255",17472.0,82677.0,"60,473","79,741","336,048",504663.0,164927.0,463
107,107,AZ,Pinal County,447138.0,"100,778","91,129",8124.0,34832.0,"26,058","34,552","142,549",194203.0,54399.0,200
108,108,AZ,Santa Cruz County,46511.0,"12,435","8,421",1002.0,3454.0,"2,554","3,360","13,995",39600.0,11287.0,20
109,109,AZ,Yavapai County,231993.0,"37,687","73,278",3038.0,19702.0,"17,641","24,259","85,108",45569.0,30060.0,103
110,110,AZ,Yuma County,212128.0,"53,494","39,828",4312.0,15801.0,"11,388","15,050","64,421",147604.0,39648.0,95
111,111,AR,Arkansas County,17769.0,"4,074","3,484",291.0,1343.0,"1,445","1,942","6,521",5427.0,3120.0,13
112,112,AR,Ashley County,20046.0,"4,582","4,081",327.0,1514.0,"1,652","2,229","7,378",6354.0,3876.0,15
113,113,AR,Baxter County,41619.0,"7,384","12,860",528.0,3268.0,"4,046","5,749","16,607",2305.0,6216.0,32
114,114,AR,Benton County,272608.0,"71,569","36,557",5122.0,19996.0,"18,754","24,506","93,923",73684.0,23290.0,213
115,115,AR,Boone County,37480.0,"8,593","7,743",614.0,2824.0,"3,069","4,162","13,767",2398.0,5472.0,29
116,116,AR,Bradley County,10897.0,"2,611","2,067",186.0,813.0,864,"1,161","3,938",4874.0,2329.0,8
117,117,AR,Calhoun County,5277.0,995,"1,137",71.0,419.0,464,624,"2,048",1465.0,800.0,4
118,118,AR,Carroll County,28223.0,"6,065","6,544",434.0,2154.0,"2,432","3,337","10,617",5872.0,4499.0,22
119,119,AR,Chicot County,10438.0,"2,327","2,122",166.0,794.0,868,"1,168","3,871",6376.0,3039.0,8
120,120,AR,Clark County,22061.0,"4,184","3,687",299.0,1765.0,"1,640","2,206","8,328",6963.0,3838.0,17
121,121,AR,Clay County,14847.0,"3,228","3,179",231.0,1134.0,"1,247","1,694","5,547",716.0,3035.0,11
122,122,AR,Cleburne County,24965.0,"4,737","6,687",339.0,1951.0,"2,311","3,214","9,757",1323.0,3573.0,19
123,123,AR,Cleveland County,8018.0,"1,754","1,683",125.0,612.0,676,913,"2,993",1259.0,1232.0,6
124,124,AR,Columbia County,23537.0,"4,871","4,101",348.0,1839.0,"1,782","2,397","8,747",9618.0,4799.0,18
125,125,AR,Conway County,20891.0,"4,712","4,095",337.0,1588.0,"1,717","2,301","7,711",3903.0,3693.0,16
126,126,AR,Craighead County,108558.0,"27,090","15,030",1938.0,8092.0,"7,488","9,854","37,973",26491.0,18768.0,84
127,127,AR,Crawford County,63406.0,"15,501","10,547",1109.0,4733.0,"4,856","6,415","22,668",10261.0,10027.0,49
128,128,AR,Crittenden County,48342.0,"13,076","6,838",935.0,3503.0,"3,435","4,483","16,585",28292.0,9056.0,37
129,129,AR,Cross County,16676.0,"3,906","3,130",279.0,1254.0,"1,326","1,777","6,064",4546.0,2940.0,12
130,130,AR,Dallas County,7182.0,"1,535","1,665",109.0,549.0,623,853,"2,708",3371.0,1442.0,5
131,131,AR,Desha County,11512.0,"2,950","2,188",211.0,839.0,904,"1,216","4,077",6387.0,2780.0,8
132,132,AR,Drew County,18328.0,"3,939","3,207",281.0,1418.0,"1,400","1,877","6,763",6210.0,3391.0,14
133,133,AR,Faulkner County,124806.0,"28,780","15,582",2059.0,9580.0,"8,516","11,074","44,534",24986.0,18571.0,97
134,134,AR,Franklin County,17810.0,"4,074","3,443",291.0,1348.0,"1,437","1,931","6,531",1517.0,3202.0,13
135,135,AR,Fulton County,12269.0,"2,521","3,221",180.0,940.0,"1,120","1,555","4,707",610.0,2481.0,9
136,136,AR,Garland County,99154.0,"19,941","23,632",1427.0,7692.0,"8,653","11,919","37,920",18046.0,19844.0,77
137,137,AR,Grant County,18188.0,"4,081","3,275",292.0,1390.0,"1,458","1,935","6,695",1395.0,2353.0,14
138,138,AR,Greene County,45325.0,"11,103","7,242",794.0,3385.0,"3,387","4,472","16,131",3334.0,7361.0,35
139,139,AR,Hempstead County,21741.0,"5,609","3,905",401.0,1586.0,"1,677","2,241","7,663",9931.0,4424.0,16
140,140,AR,Hot Spring County,33701.0,"6,914","6,369",494.0,2636.0,"2,759","3,683","12,705",5907.0,5844.0,26
141,141,AR,Howard County,13341.0,"3,472","2,394",248.0,970.0,"1,021","1,367","4,684",4842.0,2271.0,10
142,142,AR,Independence County,37678.0,"9,122","6,603",652.0,2813.0,"2,902","3,868","13,515",4392.0,5302.0,29
143,143,AR,Izard County,13593.0,"2,447","3,506",175.0,1079.0,"1,255","1,734","5,364",996.0,2358.0,10
144,144,AR,Jackson County,16811.0,"3,381","3,051",241.0,1324.0,"1,348","1,798","6,344",3934.0,3732.0,13
145,145,AR,Jefferson County,68114.0,"15,053","11,777",1077.0,5237.0,"5,312","7,055","25,055",41816.0,13900.0,53
146,146,AR,Johnson County,26742.0,"6,617","4,400",473.0,1988.0,"2,009","2,663","9,499",5632.0,5761.0,20
147,147,AR,Lafayette County,6682.0,"1,230","1,606",88.0,530.0,608,829,"2,619",2724.0,1498.0,5
148,148,AR,Lawrence County,16434.0,"3,614","3,242",258.0,1257.0,"1,333","1,797","6,089",849.0,2776.0,12
149,149,AR,Lee County,8985.0,"1,639","1,764",117.0,721.0,742,999,"3,473",5280.0,3098.0,7
150,150,AR,Lincoln County,13383.0,"2,250","2,049",161.0,1106.0,"1,038","1,359","5,200",4811.0,2647.0,11
151,151,AR,Little River County,12326.0,"2,742","2,589",196.0,936.0,"1,024","1,389","4,572",3374.0,1942.0,9
152,152,AR,Logan County,21737.0,"4,711","4,315",337.0,1671.0,"1,820","2,434","8,125",2096.0,3950.0,17
153,153,AR,Lonoke County,73657.0,"19,009","9,808",1360.0,5443.0,"5,207","6,747","25,617",10592.0,8651.0,57
154,154,AR,Madison County,16481.0,"3,904","3,143",279.0,1235.0,"1,330","1,780","5,991",1757.0,3002.0,12
155,155,AR,Marion County,16722.0,"3,116","4,768",223.0,1308.0,"1,618","2,253","6,610",1034.0,3082.0,13
156,156,AR,Miller County,43592.0,"10,303","7,364",737.0,3287.0,"3,338","4,428","15,723",13700.0,9228.0,34
157,157,AR,Mississippi County,41239.0,"10,745","6,100",769.0,3025.0,"2,996","3,922","14,359",17224.0,10325.0,32
158,158,AR,Monroe County,6900.0,"1,453","1,601",103.0,530.0,608,829,"2,618",3156.0,1769.0,5
159,159,AR,Montgomery County,8924.0,"1,639","2,411",117.0,703.0,854,"1,178","3,531",871.0,1649.0,6
160,160,AR,Nevada County,8326.0,"1,882","1,718",134.0,630.0,698,940,"3,082",3106.0,1738.0,6
161,161,AR,Newton County,7805.0,"1,502","2,069",107.0,608.0,718,998,"3,039",506.0,1340.0,6
162,162,AR,Ouachita County,23606.0,"5,293","4,810",378.0,1794.0,"1,978","2,657","8,754",10652.0,5410.0,18
163,163,AR,Perry County,10352.0,"2,314","2,091",165.0,788.0,867,"1,162","3,841",852.0,1502.0,8
164,164,AR,Phillips County,18029.0,"4,646","3,426",332.0,1312.0,"1,413","1,901","6,373",11789.0,6301.0,13
165,165,AR,Pike County,10673.0,"2,281","2,176",163.0,822.0,900,"1,208","4,007",1350.0,1856.0,8
166,166,AR,Poinsett County,23974.0,"5,760","4,296",412.0,1793.0,"1,875","2,499","8,638",3274.0,5592.0,18
167,167,AR,Polk County,20049.0,"4,567","4,611",326.0,1504.0,"1,705","2,341","7,422",2477.0,3962.0,15
168,168,AR,Pope County,64000.0,"14,509","10,081",1038.0,4899.0,"4,729","6,265","23,201",10474.0,9647.0,50
169,169,AR,Prairie County,8074.0,"1,613","1,920",115.0,628.0,724,988,"3,107",1224.0,1254.0,6
170,170,AR,Pulaski County,392680.0,"91,009","61,075",6513.0,29892.0,"29,262","38,545","141,761",188759.0,64312.0,305
171,171,AR,Randolph County,17948.0,"4,255","3,579",304.0,1340.0,"1,428","1,938","6,506",1233.0,3050.0,14
172,172,AR,St. Francis County,25439.0,"5,396","4,122",386.0,1984.0,"1,942","2,567","9,416",15308.0,7586.0,20
173,173,AR,Saline County,121421.0,"28,223","21,564",2019.0,9181.0,"9,425","12,584","44,074",19496.0,11695.0,94
174,174,AR,Scott County,10319.0,"2,396","2,152",171.0,774.0,857,"1,159","3,787",1615.0,2054.0,8
175,175,AR,Searcy County,7958.0,"1,626","1,988",116.0,613.0,719,990,"3,052",570.0,1912.0,6
176,176,AR,Sebastian County,127753.0,"30,525","20,504",2184.0,9621.0,"9,622","12,697","45,831",39604.0,19527.0,99
177,177,AR,Sevier County,17139.0,"4,874","2,493",348.0,1215.0,"1,203","1,580","5,774",7445.0,3402.0,13
178,178,AR,Sharp County,17366.0,"3,572","4,530",255.0,1331.0,"1,573","2,186","6,651",1143.0,3541.0,13
179,179,AR,Stone County,12457.0,"2,396","3,416",171.0,968.0,"1,159","1,619","4,860",693.0,2497.0,9
180,180,AR,Union County,39126.0,"9,419","7,017",674.0,2926.0,"3,083","4,101","14,108",15358.0,7000.0,30
181,181,AR,Van Buren County,16603.0,"3,328","4,325",238.0,1283.0,"1,525","2,110","6,411",1078.0,2685.0,13
182,182,AR,Washington County,236961.0,"57,728","27,809",4131.0,17895.0,"15,418","20,079","82,762",69366.0,34741.0,185
183,183,AR,White County,78727.0,"18,157","12,932",1299.0,5988.0,"5,960","7,897","28,524",9535.0,12505.0,61
184,184,AR,Woodruff County,6490.0,"1,421","1,502",101.0,492.0,560,767,"2,431",1990.0,1509.0,5
185,185,AR,Yell County,21535.0,"5,335","3,829",381.0,1595.0,"1,681","2,237","7,694",5416.0,3453.0,16
186,186,CA,Alameda County,1666753.0,"342,510","230,510",21145.0,112622.0,"59,858","86,118","438,363",1148783.0,147394.0,644
187,187,CA,Alpine County,1101.0,193,280,11.0,79.0,52,80,325,395.0,190.0,0
188,188,CA,Amador County,39383.0,"5,914","10,633",365.0,2936.0,"1,918","2,945","11,928",8898.0,4130.0,15
189,189,CA,Butte County,231256.0,"46,213","42,992",2853.0,15843.0,"9,018","13,308","62,371",65598.0,42016.0,89
190,190,CA,Calaveras County,45602.0,"7,721","12,553",476.0,3340.0,"2,233","3,448","13,648",8802.0,5454.0,17
191,191,CA,Colusa County,21627.0,"5,907","3,163",364.0,1344.0,744,"1,087","5,273",14202.0,2350.0,8
192,192,CA,Contra Costa County,1150215.0,"259,791","181,443",16038.0,76494.0,"43,209","63,409","301,666",652755.0,88980.0,444
193,193,CA,Del Norte County,27828.0,"5,854","5,018",361.0,1890.0,"1,091","1,615","7,478",10472.0,5065.0,10
194,194,CA,El Dorado County,190678.0,"37,821","40,389",2334.0,13335.0,"8,279","12,506","53,670",42700.0,15401.0,73
195,195,CA,Fresno County,994400.0,"281,819","122,113",17398.0,60395.0,"31,587","45,225","234,128",705643.0,208627.0,385
196,196,CA,Glenn County,28047.0,"7,453","4,453",460.0,1767.0,"1,003","1,476","6,967",13812.0,4271.0,10
197,197,CA,Humboldt County,136373.0,"26,184","24,380",1616.0,9422.0,"5,297","7,782","37,018",35274.0,27002.0,52
198,198,CA,Imperial County,181827.0,"51,765","23,580",3195.0,11043.0,"5,862","8,440","42,924",162999.0,37014.0,70
199,199,CA,Inyo County,17987.0,"3,681","4,210",227.0,1248.0,791,"1,205","5,040",6877.0,2172.0,6
200,200,CA,Kern County,896764.0,"259,180","98,347",16001.0,53894.0,"27,502","39,003","208,054",596328.0,177021.0,348
201,201,CA,Kings County,151366.0,"40,964","15,516",2528.0,9283.0,"4,579","6,415","35,590",103277.0,25481.0,59
202,202,CA,Lake County,64382.0,"13,490","14,635",832.0,4442.0,"2,803","4,260","17,915",19519.0,11689.0,24
203,203,CA,Lassen County,30802.0,"5,267","4,667",325.0,2168.0,"1,153","1,661","8,431",10748.0,3653.0,12
204,204,CA,Los Angeles County,10105518.0,"2,188,893","1,375,957",135135.0,673459.0,"358,244","515,499","2,622,021",7466160.0,1409155.0,"3,910"
205,205,CA,Madera County,157672.0,"43,339","22,051",2675.0,9744.0,"5,297","7,687","38,067",104594.0,30201.0,60
206,206,CA,Marin County,259666.0,"51,925","57,943",3205.0,18183.0,"11,517","17,499","73,505",74122.0,16742.0,100
207,207,CA,Mariposa County,17471.0,"2,828","4,882",174.0,1288.0,858,"1,325","5,259",3551.0,2569.0,6
208,208,CA,Mendocino County,87606.0,"18,713","19,366",1155.0,5988.0,"3,712","5,617","24,034",30951.0,15140.0,33
209,209,CA,Merced County,274765.0,"80,588","30,845",4975.0,16418.0,"8,419","11,965","63,423",200196.0,56863.0,106
210,210,CA,Modoc County,8777.0,"1,708","2,358",105.0,621.0,411,635,"2,530",1960.0,1631.0,3
211,211,CA,Mono County,14250.0,"2,608","2,253",161.0,998.0,557,814,"3,931",4944.0,1312.0,5
212,212,CA,Monterey County,435594.0,"113,834","59,201",7027.0,27377.0,"14,688","21,215","106,690",306813.0,55614.0,169
213,213,CA,Napa County,139417.0,"28,800","26,665",1778.0,9551.0,"5,639","8,403","37,970",66865.0,11829.0,54
214,214,CA,Nevada County,99696.0,"17,071","27,380",1053.0,7266.0,"4,820","7,432","29,613",15030.0,10171.0,38
215,215,CA,Orange County,3185968.0,"698,788","470,387",43141.0,212780.0,"117,068","170,328","834,500",1907489.0,330559.0,"1,233"
216,216,CA,Placer County,393149.0,"87,441","76,906",5398.0,26477.0,"15,910","23,830","105,668",109849.0,27596.0,152
217,217,CA,Plumas County,18804.0,"3,173","5,345",195.0,1378.0,927,"1,434","5,635",3123.0,2317.0,7
218,218,CA,Riverside County,2450758.0,"616,126","353,122",38037.0,156549.0,"85,477","124,179","612,354",1600121.0,307511.0,949
219,219,CA,Sacramento County,1540975.0,"363,909","217,601",22466.0,100345.0,"54,281","78,584","391,898",859537.0,217138.0,595
220,220,CA,San Benito County,61537.0,"15,827","7,937",977.0,3896.0,"2,089","3,013","15,204",40928.0,5294.0,23
221,221,CA,San Bernardino County,2171603.0,"572,278","251,361",35330.0,135544.0,"70,098","99,837","524,915",1564843.0,317514.0,841
222,222,CA,San Diego County,3343364.0,"722,408","469,454",44599.0,222727.0,"118,449","170,563","866,445",1832022.0,372148.0,"1,296"
223,223,CA,San Francisco County,883305.0,"118,692","138,249",7327.0,64765.0,"34,032","48,858","251,054",527131.0,87596.0,342
224,224,CA,San Joaquin County,752660.0,"204,316","95,916",12613.0,46649.0,"24,840","35,759","181,644",519021.0,105351.0,291
225,225,CA,San Luis Obispo County,284010.0,"50,000","57,040",3086.0,20105.0,"11,680","17,345","79,503",89147.0,34200.0,110
226,226,CA,San Mateo County,769545.0,"158,383","123,921",9778.0,52381.0,"29,308","42,903","206,032",470051.0,51830.0,297
227,227,CA,Santa Barbara County,446527.0,"98,787","68,465",6098.0,29546.0,"15,916","23,055","115,062",249761.0,54029.0,173
228,228,CA,Santa Clara County,1937570.0,"424,427","261,131",26202.0,128741.0,"68,463","98,490","501,284",1335966.0,139074.0,751
