,Unnamed: 0,State,County,TotalPop,UnderEighteen,SixtyFivePlus,PedAshtma,AAshthma,COPD,HeartDisease,EverSmoker,NonWhite,Poverty,LC
1359,1359,MN,Martin County,19785.0,"4,306","4,650",227.0,1262.0,792,"1,391","6,553",1424.0,2677.0,11
1360,1360,MN,Meeker County,23141.0,"5,594","4,634",295.0,1439.0,857,"1,471","7,361",1415.0,1715.0,12
1361,1361,MN,Mille Lacs County,26139.0,"6,292","4,787",332.0,1634.0,936,"1,582","8,269",2924.0,3163.0,14
1362,1362,MN,Morrison County,33169.0,"7,761","6,487",409.0,2088.0,"1,227","2,095","10,636",1418.0,3307.0,18
1363,1363,MN,Mower County,40011.0,"10,093","7,340",532.0,2456.0,"1,391","2,352","12,420",8961.0,4567.0,22
1364,1364,MN,Murray County,8276.0,"1,815","2,111",95.0,524.0,341,609,"2,754",606.0,667.0,4
1365,1365,MN,Nicollet County,34220.0,"7,585","5,558",400.0,2195.0,"1,146","1,876","10,890",4040.0,2759.0,19
1366,1366,MN,Nobles County,21924.0,"6,004","3,585",317.0,1311.0,716,"1,192","6,567",9163.0,2335.0,12
1367,1367,MN,Norman County,6475.0,"1,559","1,366",82.0,402.0,244,423,"2,069",673.0,691.0,3
1368,1368,MN,Olmsted County,156277.0,"38,258","24,272",2020.0,9747.0,"5,132","8,399","48,373",31602.0,10908.0,87
1369,1369,MN,Otter Tail County,58812.0,"12,881","13,992",680.0,3744.0,"2,375","4,182","19,492",4523.0,5940.0,32
1370,1370,MN,Pennington County,14178.0,"3,225","2,592",170.0,900.0,504,847,"4,538",1358.0,1278.0,7
1371,1371,MN,Pine County,29483.0,"5,775","6,098",304.0,1949.0,"1,155","1,975","9,943",3213.0,3319.0,16
1372,1372,MN,Pipestone County,9047.0,"2,336","1,896",123.0,548.0,334,581,"2,826",1176.0,917.0,5
1373,1373,MN,Polk County,31529.0,"7,629","5,666",402.0,1966.0,"1,106","1,860","9,915",4273.0,3654.0,17
1374,1374,MN,Pope County,11097.0,"2,305","2,710",121.0,715.0,453,800,"3,728",450.0,919.0,6
1375,1375,MN,Ramsey County,550210.0,"128,232","79,328",6770.0,34888.0,"17,492","28,089","171,375",212529.0,78160.0,306
1376,1376,MN,Red Lake County,3999.0,966,837,51.0,248.0,151,261,"1,277",325.0,423.0,2
1377,1377,MN,Redwood County,15249.0,"3,778","3,225",199.0,937.0,568,985,"4,823",2041.0,1409.0,8
1378,1378,MN,Renville County,14612.0,"3,385","3,040",178.0,920.0,554,956,"4,721",1861.0,1505.0,8
1379,1379,MN,Rice County,66523.0,"14,537","10,250",767.0,4297.0,"2,220","3,605","21,237",11960.0,5718.0,37
1380,1380,MN,Rock County,9414.0,"2,408","1,867",127.0,573.0,339,583,"2,933",652.0,815.0,5
1381,1381,MN,Roseau County,15150.0,"3,651","2,651",192.0,950.0,545,916,"4,800",1265.0,1261.0,8
1382,1382,MN,St. Louis County,199754.0,"38,011","38,748",2007.0,13288.0,"7,434","12,509","66,985",18071.0,28232.0,111
1383,1383,MN,Scott County,147381.0,"40,458","16,035",2136.0,8936.0,"4,371","6,820","43,401",28313.0,7563.0,82
1384,1384,MN,Sherburne County,96036.0,"25,433","10,884",1342.0,5892.0,"2,881","4,508","28,641",8739.0,6098.0,53
1385,1385,MN,Sibley County,15028.0,"3,542","2,756",187.0,946.0,543,917,"4,789",1816.0,1052.0,8
1386,1386,MN,Stearns County,159256.0,"36,701","24,079",1937.0,10121.0,"5,165","8,364","49,923",23102.0,18879.0,88
1387,1387,MN,Steele County,36803.0,"9,163","6,491",483.0,2276.0,"1,282","2,153","11,474",5133.0,3491.0,20
1388,1388,MN,Stevens County,9753.0,"2,050","1,686",108.0,631.0,324,532,"3,132",1297.0,986.0,5
1389,1389,MN,Swift County,9345.0,"2,162","2,044",114.0,587.0,359,624,"3,026",905.0,936.0,5
1390,1390,MN,Todd County,24582.0,"5,852","5,294",308.0,1532.0,941,"1,636","7,904",2228.0,3017.0,13
1391,1391,MN,Traverse County,3308.0,693,832,36.0,212.0,137,243,"1,112",387.0,418.0,1
1392,1392,MN,Wabasha County,21645.0,"4,712","4,723",248.0,1387.0,850,"1,474","7,145",1171.0,1578.0,12
1393,1393,MN,Wadena County,13773.0,"3,532","2,897",186.0,836.0,507,881,"4,306",866.0,1924.0,7
1394,1394,MN,Waseca County,18691.0,"4,332","3,400",228.0,1181.0,662,"1,113","5,952",2070.0,1633.0,10
1395,1395,MN,Washington County,259201.0,"63,678","38,906",3362.0,16216.0,"8,679","14,188","80,540",46084.0,10755.0,144
1396,1396,MN,Watonwan County,10980.0,"2,683","2,191",141.0,679.0,399,685,"3,469",3180.0,1152.0,6
1397,1397,MN,Wilkin County,6254.0,"1,402","1,200",74.0,399.0,233,397,"2,031",444.0,572.0,3
1398,1398,MN,Winona County,50825.0,"9,158","8,631",483.0,3430.0,"1,762","2,875","16,974",4596.0,6126.0,28
1399,1399,MN,Wright County,136349.0,"38,003","17,215",2006.0,8181.0,"4,166","6,658","40,159",10776.0,6639.0,76
1400,1400,MN,Yellow Medicine County,9795.0,"2,303","1,981",121.0,614.0,365,626,"3,140",1095.0,1124.0,5
1401,1401,MS,Adams County,31192.0,"6,259","5,874",407.0,2427.0,"2,537","3,074","10,803",20394.0,8478.0,24
1402,1402,MS,Alcorn County,36925.0,"8,406","6,813",547.0,2778.0,"2,914","3,538","12,367",6396.0,6559.0,28
1403,1403,MS,Amite County,12326.0,"2,526","2,896",164.0,969.0,"1,091","1,365","4,331",5264.0,2706.0,9
1404,1404,MS,Attala County,18365.0,"4,621","3,521",300.0,1343.0,"1,431","1,754","5,981",8550.0,4272.0,14
1405,1405,MS,Benton County,8271.0,"1,793","1,547",116.0,633.0,675,822,"2,825",3267.0,1807.0,6
1406,1406,MS,Bolivar County,31333.0,"7,611","4,951",495.0,2287.0,"2,286","2,719","10,156",21119.0,8715.0,23
1407,1407,MS,Calhoun County,14436.0,"3,376","2,732",219.0,1082.0,"1,162","1,420","4,829",5141.0,3026.0,11
1408,1408,MS,Carroll County,9911.0,"1,840","2,348",119.0,796.0,886,"1,106","3,554",3531.0,1710.0,7
1409,1409,MS,Chickasaw County,17171.0,"4,263","2,958",277.0,1253.0,"1,293","1,560","5,573",8727.0,3383.0,13
1410,1410,MS,Choctaw County,8278.0,"1,797","1,785",116.0,636.0,694,859,"2,837",2743.0,1668.0,6
1411,1411,MS,Claiborne County,9002.0,"1,888","1,472",122.0,680.0,652,770,"3,007",7993.0,2827.0,6
1412,1412,MS,Clarke County,15604.0,"3,437","3,190",223.0,1192.0,"1,288","1,584","5,316",5765.0,3351.0,11
1413,1413,MS,Clay County,19386.0,"4,372","3,580",284.0,1461.0,"1,527","1,853","6,503",11884.0,4170.0,14
1414,1414,MS,Coahoma County,22628.0,"6,103","3,492",397.0,1597.0,"1,619","1,932","7,104",17975.0,7893.0,17
1415,1415,MS,Copiah County,28543.0,"6,555","5,035",426.0,2135.0,"2,209","2,666","9,500",16074.0,7364.0,21
1416,1416,MS,Covington County,18853.0,"4,639","3,185",301.0,1380.0,"1,426","1,717","6,142",7472.0,4910.0,14
1417,1417,MS,DeSoto County,182001.0,"46,709","23,468",3039.0,13002.0,"12,828","14,979","57,882",67090.0,16255.0,139
1418,1418,MS,Forrest County,75036.0,"17,357","10,188",1129.0,5499.0,"5,182","6,008","24,334",32299.0,17341.0,57
1419,1419,MS,Franklin County,7788.0,"1,806","1,553",117.0,587.0,637,783,"2,619",2896.0,1551.0,5
1420,1420,MS,George County,24250.0,"6,390","3,513",415.0,1723.0,"1,731","2,050","7,667",3200.0,3802.0,18
1421,1421,MS,Greene County,13586.0,"2,653","2,020",172.0,1049.0,"1,028","1,206","4,662",3797.0,2485.0,10
1422,1422,MS,Grenada County,21055.0,"5,040","3,744",327.0,1559.0,"1,636","1,982","6,948",9590.0,4621.0,16
1423,1423,MS,Hancock County,47334.0,"9,716","9,383",632.0,3688.0,"3,994","4,890","16,471",7287.0,8181.0,36
1424,1424,MS,Harrison County,206650.0,"49,416","30,904",3215.0,15154.0,"15,124","17,887","67,366",75374.0,40288.0,159
1425,1425,MS,Hinds County,237085.0,"57,047","33,341",3712.0,17278.0,"16,873","19,774","76,704",179704.0,44204.0,180
1426,1426,MS,Holmes County,17622.0,"4,466","2,652",290.0,1267.0,"1,262","1,495","5,630",14851.0,5515.0,13
1427,1427,MS,Humphreys County,8257.0,"2,147","1,402",139.0,594.0,623,754,"2,651",6591.0,3015.0,6
1428,1428,MS,Issaquena County,1308.0,152,218,9.0,111.0,110,130,494,859.0,409.0,1
1429,1429,MS,Itawamba County,23517.0,"5,096","4,152",331.0,1786.0,"1,837","2,211","7,946",2394.0,3066.0,18
1430,1430,MS,Jackson County,143277.0,"33,416","22,721",2174.0,10644.0,"10,913","13,025","47,426",46723.0,25348.0,110
1431,1431,MS,Jasper County,16428.0,"3,696","3,352",240.0,1247.0,"1,340","1,648","5,554",9128.0,3098.0,12
1432,1432,MS,Jefferson County,7106.0,"1,607","1,199",104.0,533.0,551,661,"2,377",6171.0,2388.0,5
1433,1433,MS,Jefferson Davis County,11234.0,"2,215","2,550",144.0,886.0,968,"1,202","3,948",7029.0,2885.0,8
1434,1434,MS,Jones County,68461.0,"17,176","11,577",1117.0,4976.0,"5,128","6,176","22,137",24269.0,13223.0,52
1435,1435,MS,Kemper County,10027.0,"1,821","2,025",118.0,796.0,817,993,"3,531",6627.0,2427.0,7
1436,1436,MS,Lafayette County,54793.0,"9,919","6,929",645.0,4234.0,"3,759","4,254","18,655",16189.0,8801.0,42
1437,1437,MS,Lamar County,62447.0,"15,448","8,603",1005.0,4512.0,"4,420","5,177","20,045",16415.0,8666.0,47
1438,1438,MS,Lauderdale County,75317.0,"17,636","13,072",1147.0,5598.0,"5,771","6,953","24,899",36106.0,18243.0,57
1439,1439,MS,Lawrence County,12455.0,"3,045","2,240",198.0,918.0,976,"1,187","4,098",4386.0,2329.0,9
1440,1440,MS,Leake County,22763.0,"5,835","3,719",379.0,1640.0,"1,680","2,016","7,297",12103.0,5335.0,17
1441,1441,MS,Lee County,85202.0,"21,542","12,598",1401.0,6148.0,"6,206","7,358","27,368",29848.0,10977.0,65
1442,1442,MS,Leflore County,28919.0,"7,969","4,171",518.0,2015.0,"1,988","2,350","8,942",22595.0,9655.0,22
1443,1443,MS,Lincoln County,34205.0,"8,042","5,881",523.0,2543.0,"2,646","3,190","11,330",11203.0,6422.0,26
1444,1444,MS,Lowndes County,58930.0,"13,890","9,352",903.0,4350.0,"4,386","5,223","19,339",28798.0,13276.0,45
1445,1445,MS,Madison County,105630.0,"26,414","14,043",1718.0,7627.0,"7,598","8,903","33,980",47286.0,9750.0,80
1446,1446,MS,Marion County,24715.0,"5,718","4,591",372.0,1850.0,"1,942","2,361","8,237",8643.0,6500.0,18
1447,1447,MS,Marshall County,35451.0,"7,435","6,214",483.0,2724.0,"2,844","3,425","12,147",18587.0,7019.0,27
1448,1448,MS,Monroe County,35564.0,"8,054","6,831",524.0,2688.0,"2,860","3,492","11,976",11718.0,5750.0,27
1449,1449,MS,Montgomery County,10023.0,"2,264","2,169",147.0,763.0,836,"1,037","3,402",4790.0,2265.0,7
1450,1450,MS,Neshoba County,29125.0,"8,105","4,608",527.0,2036.0,"2,084","2,500","9,059",12194.0,7701.0,22
1451,1451,MS,Newton County,21443.0,"5,407","3,585",351.0,1553.0,"1,587","1,907","6,904",8503.0,4399.0,16
1452,1452,MS,Noxubee County,10535.0,"2,569","1,724",167.0,772.0,793,951,"3,438",7835.0,3001.0,8
1453,1453,MS,Oktibbeha County,49599.0,"8,829","5,710",574.0,3811.0,"3,196","3,538","16,717",21535.0,12296.0,38
1454,1454,MS,Panola County,34178.0,"8,463","5,379",550.0,2490.0,"2,549","3,044","11,092",18241.0,7391.0,26
1455,1455,MS,Pearl River County,55387.0,"12,517","10,395",814.0,4182.0,"4,416","5,375","18,626",10145.0,9761.0,42
1456,1456,MS,Perry County,11931.0,"2,684","2,179",174.0,901.0,950,"1,153","4,018",2694.0,2597.0,9
1457,1457,MS,Pike County,39563.0,"10,244","6,833",666.0,2847.0,"2,941","3,554","12,657",22537.0,11814.0,30
1458,1458,MS,Pontotoc County,31833.0,"8,455","4,763",550.0,2261.0,"2,298","2,735","10,067",7481.0,5185.0,24
1459,1459,MS,Prentiss County,25315.0,"5,610","4,603",365.0,1914.0,"1,979","2,393","8,510",4445.0,4808.0,19
1460,1460,MS,Quitman County,7051.0,"1,607","1,224",104.0,529.0,554,668,"2,361",5245.0,2604.0,5
1461,1461,MS,Rankin County,153902.0,"35,671","23,539",2321.0,11403.0,"11,425","13,538","50,705",40852.0,14162.0,117
1462,1462,MS,Scott County,28287.0,"7,563","4,260",492.0,2005.0,"2,043","2,434","8,929",14357.0,7135.0,21
1463,1463,MS,Sharkey County,4377.0,"1,056",838,68.0,325.0,351,431,"1,452",3236.0,1444.0,3
1464,1464,MS,Simpson County,26758.0,"6,324","4,706",411.0,1989.0,"2,082","2,518","8,862",10262.0,5200.0,20
1465,1465,MS,Smith County,16002.0,"3,693","3,138",240.0,1204.0,"1,292","1,584","5,370",4208.0,2660.0,12
1466,1466,MS,Stone County,18717.0,"3,958","2,991",257.0,1422.0,"1,419","1,683","6,319",4497.0,3378.0,14
1467,1467,MS,Sunflower County,25735.0,"5,694","3,518",370.0,1918.0,"1,850","2,153","8,513",19642.0,7041.0,20
1468,1468,MS,Tallahatchie County,13987.0,"2,747","2,090",178.0,1077.0,"1,042","1,219","4,775",9139.0,3852.0,11
1469,1469,MS,Tate County,28759.0,"6,537","4,799",425.0,2150.0,"2,190","2,621","9,563",10217.0,4827.0,22
1470,1470,MS,Tippah County,21995.0,"5,378","3,637",349.0,1612.0,"1,663","1,997","7,179",5121.0,3652.0,16
1471,1471,MS,Tishomingo County,19454.0,"4,178","3,969",271.0,1497.0,"1,614","1,983","6,673",1417.0,2912.0,14
1472,1472,MS,Tunica County,9944.0,"2,911","1,215",189.0,673.0,654,761,"2,994",8105.0,2599.0,7
1473,1473,MS,Union County,28606.0,"7,129","4,785",463.0,2082.0,"2,139","2,571","9,263",6302.0,3779.0,22
1474,1474,MS,Walthall County,14465.0,"3,301","2,840",214.0,1090.0,"1,157","1,416","4,853",6846.0,3350.0,11
1475,1475,MS,Warren County,46176.0,"11,028","7,665",717.0,3412.0,"3,531","4,241","15,203",24575.0,8766.0,35
1476,1476,MS,Washington County,45063.0,"11,611","7,140",755.0,3245.0,"3,346","4,008","14,458",33840.0,14414.0,34
1477,1477,MS,Wayne County,20298.0,"4,965","3,473",323.0,1490.0,"1,549","1,869","6,637",8677.0,4318.0,15
1478,1478,MS,Webster County,9788.0,"2,320","1,738",150.0,728.0,770,933,"3,248",2143.0,1764.0,7
1479,1479,MS,Wilkinson County,8792.0,"1,867","1,513",121.0,670.0,684,820,"2,982",6351.0,2325.0,6
1480,1480,MS,Winston County,18165.0,"4,114","3,628",267.0,1374.0,"1,469","1,802","6,120",9142.0,3717.0,13
1481,1481,MS,Yalobusha County,12392.0,"2,776","2,474",180.0,942.0,"1,017","1,249","4,202",5206.0,2208.0,9
1482,1482,MS,Yazoo County,28248.0,"6,207","3,762",403.0,2100.0,"1,974","2,280","9,297",18571.0,8417.0,22
1483,1483,MO,Adair County,25339.0,"4,655","3,755",391.0,1910.0,"1,698","1,758","8,896",2499.0,5356.0,17
1484,1484,MO,Andrew County,17607.0,"4,034","3,253",339.0,1273.0,"1,281","1,471","6,048",1031.0,1429.0,12
1485,1485,MO,Atchison County,5171.0,"1,037","1,315",87.0,382.0,419,515,"1,875",181.0,600.0,3
1486,1486,MO,Audrain County,25473.0,"5,827","4,552",490.0,1835.0,"1,810","2,047","8,696",3221.0,3883.0,17
1487,1487,MO,Barry County,35886.0,"8,141","7,388",684.0,2593.0,"2,691","3,166","12,443",5416.0,6658.0,24
1488,1488,MO,Barton County,11798.0,"2,751","2,423",231.0,843.0,872,"1,025","4,050",884.0,2057.0,8
1489,1489,MO,Bates County,16320.0,"3,805","3,164",320.0,1170.0,"1,193","1,384","5,588",959.0,2267.0,11
1490,1490,MO,Benton County,19278.0,"3,328","5,939",279.0,1470.0,"1,724","2,209","7,356",1037.0,3834.0,13
1491,1491,MO,Bollinger County,12169.0,"2,578","2,502",216.0,900.0,934,"1,097","4,307",496.0,1871.0,8
1492,1492,MO,Boone County,180005.0,"36,565","22,058",3076.0,13352.0,"11,527","11,540","61,440",39027.0,28584.0,124
1493,1493,MO,Buchanan County,88571.0,"19,933","14,275",1676.0,6428.0,"6,142","6,759","30,171",15402.0,13117.0,61
1494,1494,MO,Butler County,42639.0,"10,012","8,021",842.0,3047.0,"3,065","3,523","14,512",4891.0,8567.0,29
1495,1495,MO,Caldwell County,9108.0,"2,165","1,802",182.0,649.0,668,781,"3,107",510.0,1281.0,6
1496,1496,MO,Callaway County,44889.0,"9,401","7,304",790.0,3332.0,"3,189","3,512","15,620",4453.0,4795.0,31
1497,1497,MO,Camden County,45815.0,"8,111","12,905",682.0,3491.0,"3,959","4,966","17,257",2763.0,5712.0,31
1498,1498,MO,Cape Girardeau County,78753.0,"16,776","13,279",1411.0,5766.0,"5,491","6,038","27,159",11156.0,10334.0,54
1499,1499,MO,Carroll County,8743.0,"2,015","1,906",169.0,624.0,657,782,"3,021",467.0,1060.0,6
1500,1500,MO,Carter County,6054.0,"1,420","1,207",119.0,434.0,448,526,"2,077",372.0,1355.0,4
1501,1501,MO,Cass County,104954.0,"25,369","17,692",2134.0,7482.0,"7,360","8,291","35,283",13054.0,8427.0,72
1502,1502,MO,Cedar County,14165.0,"3,411","3,308",286.0,996.0,"1,078","1,311","4,861",782.0,2502.0,9
1503,1503,MO,Chariton County,7451.0,"1,698","1,762",142.0,533.0,578,704,"2,603",391.0,967.0,5
1504,1504,MO,Christian County,86983.0,"21,985","13,671",1849.0,6097.0,"5,866","6,490","28,635",6029.0,7388.0,60
1505,1505,MO,Clark County,6842.0,"1,565","1,423",131.0,493.0,515,608,"2,370",229.0,1001.0,4
1506,1506,MO,Clay County,246365.0,"59,326","34,771",4991.0,17597.0,"16,393","17,610","81,839",47615.0,17153.0,170
1507,1507,MO,Clinton County,20470.0,"4,808","3,703",404.0,1473.0,"1,482","1,699","6,984",1316.0,1793.0,14
1508,1508,MO,Cole County,76796.0,"17,106","12,734",1439.0,5595.0,"5,399","5,991","26,310",14319.0,6362.0,53
1509,1509,MO,Cooper County,17603.0,"3,762","3,155",316.0,1291.0,"1,262","1,418","6,110",2150.0,2242.0,12
1510,1510,MO,Crawford County,23957.0,"5,426","4,711",456.0,1736.0,"1,778","2,071","8,290",1180.0,3741.0,16
1511,1511,MO,Dade County,7569.0,"1,558","1,790",131.0,559.0,603,731,"2,720",490.0,1245.0,5
1512,1512,MO,Dallas County,16762.0,"3,959","3,398",333.0,1198.0,"1,246","1,467","5,748",919.0,2750.0,11
1513,1513,MO,Daviess County,8313.0,"2,116","1,699",178.0,576.0,600,709,"2,777",360.0,1212.0,5
1514,1514,MO,DeKalb County,12630.0,"2,173","2,102",182.0,980.0,927,"1,012","4,587",2060.0,1470.0,9
1515,1515,MO,Dent County,15441.0,"3,461","3,359",291.0,1117.0,"1,178","1,404","5,391",908.0,3082.0,10
1516,1516,MO,Douglas County,13373.0,"2,919","3,254",245.0,970.0,"1,060","1,296","4,740",709.0,2593.0,9
1517,1517,MO,Dunklin County,29423.0,"7,526","5,508",633.0,2045.0,"2,075","2,401","9,761",5844.0,7462.0,20
1518,1518,MO,Franklin County,103670.0,"23,823","17,998",2004.0,7527.0,"7,477","8,482","35,519",5181.0,9383.0,71
1519,1519,MO,Gasconade County,14705.0,"3,029","3,344",254.0,1089.0,"1,159","1,390","5,267",596.0,1697.0,10
1520,1520,MO,Gentry County,6628.0,"1,640","1,317",137.0,464.0,477,558,"2,228",286.0,1007.0,4
1521,1521,MO,Greene County,291923.0,"60,957","48,085",5128.0,21465.0,"20,198","21,989","100,880",37197.0,43423.0,201
1522,1522,MO,Grundy County,9914.0,"2,377","2,140",199.0,697.0,728,864,"3,373",618.0,1583.0,6
1523,1523,MO,Harrison County,8414.0,"2,034","1,890",171.0,591.0,631,760,"2,874",426.0,1277.0,5
1524,1524,MO,Henry County,21792.0,"4,795","4,738",403.0,1583.0,"1,664","1,977","7,639",1459.0,3606.0,15
1525,1525,MO,Hickory County,9509.0,"1,633","3,117",137.0,722.0,864,"1,124","3,646",529.0,1677.0,6
1526,1526,MO,Holt County,4404.0,913,"1,106",76.0,324.0,357,439,"1,587",192.0,572.0,3
1527,1527,MO,Howard County,10137.0,"2,199","1,953",184.0,738.0,738,844,"3,520",977.0,1233.0,7
1528,1528,MO,Howell County,40076.0,"9,540","7,952",802.0,2840.0,"2,899","3,374","13,614",2382.0,8371.0,27
1529,1529,MO,Iron County,10177.0,"2,131","2,177",179.0,752.0,786,929,"3,615",583.0,1966.0,7
1530,1530,MO,Jackson County,700307.0,"164,979","104,655",13879.0,50226.0,"47,231","51,219","234,542",264030.0,89787.0,482
1531,1531,MO,Jasper County,120636.0,"30,127","18,863",2534.0,8455.0,"8,042","8,823","39,705",19533.0,19498.0,83
1532,1532,MO,Jefferson County,224347.0,"51,958","33,636",4371.0,16321.0,"15,620","17,152","76,092",12885.0,19327.0,155
1533,1533,MO,Johnson County,53652.0,"11,436","6,790",962.0,3925.0,"3,420","3,460","18,114",7697.0,7032.0,37
1534,1534,MO,Knox County,3947.0,917,871,77.0,282.0,301,361,"1,367",145.0,640.0,2
1535,1535,MO,Laclede County,35713.0,"8,827","6,373",742.0,2522.0,"2,525","2,887","11,963",2366.0,5403.0,24
1536,1536,MO,Lafayette County,32598.0,"7,471","6,150",628.0,2357.0,"2,386","2,753","11,212",2620.0,3516.0,22
1537,1537,MO,Lawrence County,38359.0,"9,667","7,018",813.0,2684.0,"2,705","3,111","12,775",4284.0,5831.0,26
1538,1538,MO,Lewis County,9855.0,"2,173","1,822",182.0,716.0,710,808,"3,403",741.0,1405.0,6
1539,1539,MO,Lincoln County,57686.0,"14,658","7,740",1233.0,4076.0,"3,816","4,108","18,895",4056.0,6055.0,39
1540,1540,MO,Linn County,12037.0,"2,834","2,543",238.0,856.0,894,"1,058","4,127",636.0,1976.0,8
1541,1541,MO,Livingston County,15146.0,"3,168","2,915",266.0,1113.0,"1,105","1,259","5,300",1222.0,2045.0,10
1542,1542,MO,McDonald County,23078.0,"5,951","3,527",500.0,1616.0,"1,563","1,734","7,571",5310.0,4083.0,15
1543,1543,MO,Macon County,15153.0,"3,470","3,447",291.0,1083.0,"1,154","1,388","5,261",981.0,2064.0,10
1544,1544,MO,Madison County,12188.0,"2,820","2,330",237.0,877.0,892,"1,033","4,183",663.0,1982.0,8
1545,1545,MO,Maries County,8769.0,"1,780","1,883",149.0,654.0,684,810,"3,143",413.0,1205.0,6
1546,1546,MO,Marion County,28592.0,"6,649","5,168",559.0,2049.0,"2,031","2,307","9,724",2800.0,3686.0,19
1547,1547,MO,Mercer County,3641.0,867,803,72.0,258.0,276,331,"1,252",202.0,439.0,2
1548,1548,MO,Miller County,25336.0,"5,918","4,878",497.0,1815.0,"1,844","2,134","8,661",1343.0,4204.0,17
1549,1549,MO,Mississippi County,13336.0,"2,804","2,372",235.0,984.0,961,"1,079","4,651",3814.0,3069.0,9
1550,1550,MO,Moniteau County,16121.0,"3,933","2,543",330.0,1141.0,"1,091","1,201","5,358",1740.0,1723.0,11
1551,1551,MO,Monroe County,8664.0,"1,895","2,023",159.0,630.0,679,823,"3,062",630.0,1158.0,6
1552,1552,MO,Montgomery County,11534.0,"2,530","2,442",212.0,842.0,881,"1,043","4,047",708.0,1591.0,7
1553,1553,MO,Morgan County,20358.0,"4,657","4,772",391.0,1458.0,"1,580","1,920","7,106",1218.0,3250.0,14
1554,1554,MO,New Madrid County,17296.0,"4,008","3,313",337.0,1245.0,"1,268","1,469","5,936",3483.0,3089.0,11
1555,1555,MO,Newton County,58266.0,"13,796","10,553",1160.0,4169.0,"4,171","4,768","19,779",8347.0,9144.0,40
1556,1556,MO,Nodaway County,22304.0,"3,537","3,404",297.0,1729.0,"1,530","1,577","8,056",1677.0,3715.0,15
1557,1557,MO,Oregon County,10541.0,"2,378","2,458",200.0,760.0,823,999,"3,697",637.0,2468.0,7
1558,1558,MO,Osage County,13714.0,"3,171","2,390",266.0,992.0,984,"1,115","4,685",374.0,1222.0,9
1559,1559,MO,Ozark County,9017.0,"1,693","2,600",142.0,676.0,778,984,"3,362",433.0,1962.0,6
1560,1560,MO,Pemiscot County,16272.0,"4,183","2,781",351.0,1133.0,"1,121","1,271","5,362",5074.0,4664.0,11
1561,1561,MO,Perry County,19150.0,"4,470","3,472",376.0,1377.0,"1,377","1,574","6,530",945.0,2040.0,13
1562,1562,MO,Pettis County,42542.0,"10,466","7,123",880.0,3001.0,"2,924","3,273","14,162",6594.0,6885.0,29
1563,1563,MO,Phelps County,44732.0,"9,324","7,352",784.0,3294.0,"3,104","3,382","15,476",5091.0,7517.0,31
1564,1564,MO,Pike County,18504.0,"4,072","3,212",342.0,1351.0,"1,319","1,479","6,377",2242.0,2557.0,12
1565,1565,MO,Platte County,102985.0,"24,501","14,969",2061.0,7393.0,"6,957","7,539","34,439",19886.0,5925.0,71
1566,1566,MO,Polk County,32201.0,"7,343","5,808",617.0,2314.0,"2,273","2,565","10,978",2106.0,4965.0,22
1567,1567,MO,Pulaski County,52014.0,"11,371","4,674",956.0,3766.0,"3,000","2,744","17,080",16001.0,6350.0,36
1568,1568,MO,Putnam County,4757.0,"1,055","1,167",88.0,342.0,374,458,"1,677",201.0,675.0,3
1569,1569,MO,Ralls County,10212.0,"2,153","2,222",181.0,753.0,793,943,"3,628",465.0,923.0,7
1570,1570,MO,Randolph County,24763.0,"5,379","4,157",452.0,1815.0,"1,751","1,943","8,540",2761.0,3960.0,17
1571,1571,MO,Ray County,22883.0,"5,143","4,244",432.0,1669.0,"1,687","1,941","7,921",1425.0,2220.0,15
1572,1572,MO,Reynolds County,6254.0,"1,221","1,449",102.0,470.0,502,604,"2,274",414.0,1240.0,4
1573,1573,MO,Ripley County,13401.0,"3,075","2,734",258.0,964.0,997,"1,171","4,626",662.0,3116.0,9
1574,1574,MO,St. Charles County,399182.0,"92,666","60,779",7795.0,28873.0,"27,489","30,098","134,883",52255.0,22272.0,275
1575,1575,MO,St. Clair County,9395.0,"1,878","2,538",157.0,694.0,780,973,"3,429",529.0,1669.0,6
1576,1576,MO,Ste. Genevieve County,17888.0,"3,880","3,485",326.0,1317.0,"1,349","1,568","6,275",806.0,1720.0,12
1577,1577,MO,St. Francois County,66692.0,"14,102","10,965",1186.0,4929.0,"4,720","5,203","23,136",5506.0,11341.0,46
1578,1578,MO,St. Louis County,996945.0,"219,527","180,210",18468.0,72770.0,"72,009","81,619","344,634",342878.0,102720.0,685
1579,1579,MO,Saline County,22895.0,"5,120","4,182",430.0,1656.0,"1,633","1,848","7,860",4589.0,3188.0,15
1580,1580,MO,Schuyler County,4599.0,"1,156",910,97.0,320.0,329,385,"1,538",151.0,764.0,3
1581,1581,MO,Scotland County,4966.0,"1,463",899,123.0,324.0,328,379,"1,555",141.0,685.0,3
1582,1582,MO,Scott County,38458.0,"9,253","6,940",778.0,2733.0,"2,727","3,111","12,972",6502.0,7210.0,26
1583,1583,MO,Shannon County,8189.0,"1,759","1,810",147.0,602.0,640,766,"2,904",526.0,1829.0,5
1584,1584,MO,Shelby County,6050.0,"1,457","1,287",122.0,426.0,445,528,"2,058",314.0,834.0,4
1585,1585,MO,Stoddard County,29206.0,"6,351","5,847",534.0,2131.0,"2,170","2,519","10,192",1377.0,4238.0,20
