CD #,County,County Pop. in CD,% of CD in County
1,Clark,675138,1
2,Churchill,24877,0.037
2,Douglas,46997,0.07
2,Elko,48818,0.072
2,Eureka,1987,0.003
2,Humboldt,16528,0.024
2,Lander,5775,0.009
2,Lyon,42712,0.063
2,Pershing,6753,0.01
2,Storey,4010,0.006
2,Washoe,421407,0.624
2,Carson City,55274,0.082
3,Clark,675138,1
4,Clark,600993,0.89
4,Esmeralda,783,0.001
4,Lincoln,5345,0.008
4,Lyon,9268,0.014
4,Mineral,4772,0.007
4,Nye,43946,0.065
4,White Pine,10030,0.015
