CD #,County,County Pop. in CD,% of CD in County
at large,Addison,36821,0.059
at large,Bennington,37125,0.059
at large,Caledonia,31227,0.05
at large,Chittenden,156545,0.25
at large,Essex,6306,0.01
at large,Franklin,47746,0.076
at large,Grand Isle,6970,0.011
at large,Lamoille,24475,0.039
at large,Orange,28936,0.046
at large,Orleans,27231,0.044
at large,Rutland,61642,0.099
at large,Washington,59534,0.095
at large,Windham,44513,0.071
at large,Windsor,56670,0.091
