County,CD #,CD Pop. in County,% of County in CD
Belknap,1,58990,0.982
Belknap,2,1098,0.018
Carroll,1,47818,1
Cheshire,2,77117,1
Coos,2,33055,1
Grafton,1,3333,0.037
Grafton,2,85785,0.963
Hillsborough,1,173909,0.434
Hillsborough,2,226812,0.566
Merrimack,1,13451,0.092
Merrimack,2,132994,0.908
Rockingham,1,237581,0.805
Rockingham,2,57642,0.195
Strafford,1,123143,1
Sullivan,2,43742,1
