County,CD #,CD Pop. in County,% of County in CD
Churchill,2,24877,1
Clark,1,675138,0.346
Clark,3,675138,0.346
Clark,4,600993,0.308
Douglas,2,46997,1
Elko,2,48818,1
Esmeralda,4,783,1
Eureka,2,1987,1
Humboldt,2,16528,1
Lander,2,5775,1
Lincoln,4,5345,1
Lyon,2,42712,0.822
Lyon,4,9268,0.178
Mineral,4,4772,1
Nye,4,43946,1
Pershing,2,6753,1
Storey,2,4010,1
Washoe,2,421407,1
White Pine,4,10030,1
Carson City,2,55274,1
