County,CD #,CD Pop. in County,% of County in CD
Fairfield,3,53742,0.059
Fairfield,4,702136,0.766
Fairfield,5,160951,0.176
Hartford,1,647876,0.725
Hartford,2,68674,0.077
Hartford,5,177464,0.199
Litchfield,1,38914,0.205
Litchfield,5,151013,0.795
Middlesex,1,28030,0.169
Middlesex,2,82702,0.499
Middlesex,3,54944,0.332
New Haven,2,18269,0.021
New Haven,3,606133,0.703
New Haven,4,12683,0.015
New Haven,5,225392,0.261
New London,2,274055,1
Tolland,2,152691,1
Windham,2,118428,1
