County,CD #,CD Pop. in County,% of County in CD
Hawaii,2,185079,1
Honolulu,1,680496,0.714
Honolulu,2,272711,0.286
Kalawao,2,90,1
Kauai,2,67091,1
Maui,2,154834,1
